1	150 
2	225 
3	28 
4	110 
5	275 
6	65 
7	192 
8	158 
9	198 
10	194 
11	95 
12	173 
13	28 
14	11 
15	14 
16	81 
17	68 
18	291 
19	164 
20	246 
21	239 
22	188 
23	294 
24	239 
25	211 
26	168 
27	127 
28	236 
29	130 
30	229 
31	20 
32	146 
33	249 
34	93 
35	30 
36	67 
37	14 
38	114 
39	175 
40	24 
41	184 
42	290 
43	114 
44	204 
45	187 
46	13 
47	222 
48	222 
49	131 
50	81 
51	202 
52	237 
53	286 
54	103 
55	214 
56	46 
57	198 
58	34 
59	46 
60	165 
61	152 
62	36 
63	60 
64	162 
65	126 
66	143 
67	117 
68	276 
69	199 
70	244 
71	260 
72	1 
73	57 
74	140 
75	149 
76	268 
77	51 
78	32 
79	224 
80	101 
81	238 
82	184 
83	120 
84	253 
85	275 
86	258 
87	255 
88	17 
89	221 
90	115 
91	216 
92	151 
93	231 
94	50 
95	261 
96	94 
97	289 
98	115 
99	169 
100	57 
101	23 
102	151 
103	281 
104	234 
105	228 
106	98 
107	183 
108	37 
109	144 
110	258 
111	65 
112	55 
113	181 
114	96 
115	68 
116	95 
117	69 
118	35 
119	129 
120	273 
121	180 
122	220 
123	292 
124	110 
125	285 
126	48 
127	79 
128	271 
129	45 
130	120 
131	248 
132	178 
133	172 
134	22 
135	126 
136	241 
137	7 
138	99 
139	201 
140	28 
141	222 
142	37 
143	53 
144	107 
145	9 
146	2 
147	23 
148	113 
149	96 
150	266 
151	20 
152	151 
153	288 
154	230 
155	210 
156	270 
157	131 
158	90 
159	65 
160	191 
161	269 
162	213 
163	49 
164	257 
165	36 
166	99 
167	114 
168	53 
169	180 
170	242 
171	276 
172	224 
173	28 
174	100 
175	199 
176	185 
177	96 
178	148 
179	259 
180	271 
181	258 
182	180 
183	170 
184	65 
185	210 
186	240 
187	246 
188	217 
189	210 
190	259 
191	192 
192	275 
193	224 
194	243 
195	159 
196	188 
197	277 
198	150 
199	199 
200	104 
201	67 
202	202 
203	285 
204	215 
205	184 
206	248 
207	251 
208	79 
209	224 
210	68 
211	150 
212	109 
213	35 
214	4 
215	180 
216	72 
217	252 
218	72 
219	212 
220	78 
221	72 
222	243 
223	2 
224	194 
225	68 
226	150 
227	132 
228	249 
229	92 
230	126 
231	267 
232	1 
233	173 
234	260 
235	214 
236	100 
237	41 
238	152 
239	206 
240	123 
241	145 
242	70 
243	119 
244	201 
245	102 
246	229 
247	37 
248	37 
249	201 
250	260 
251	152 
252	76 
253	89 
254	285 
255	171 
256	190 
257	151 
258	165 
259	79 
260	177 
261	197 
262	151 
263	248 
264	286 
265	99 
266	216 
267	49 
268	265 
269	1 
270	278 
271	277 
272	294 
273	92 
274	202 
275	130 
276	216 
277	132 
278	150 
279	219 
280	74 
281	65 
282	20 
283	211 
284	52 
285	36 
286	73 
287	3 
288	39 
289	171 
290	226 
291	282 
292	109 
293	276 
294	173 
295	114 
296	259 
297	131 
298	2 
299	62 
300	172 
301	243 
302	236 
303	82 
304	123 
305	35 
306	216 
307	3 
308	165 
309	247 
310	268 
311	213 
312	209 
313	260 
314	137 
315	26 
316	199 
317	166 
318	83 
319	40 
320	123 
321	9 
322	231 
323	186 
324	180 
325	121 
326	152 
327	4 
328	122 
329	192 
330	260 
331	2 
332	152 
333	123 
334	36 
335	1 
336	260 
337	277 
338	77 
339	71 
340	147 
341	4 
342	258 
343	59 
344	232 
345	122 
346	45 
347	184 
348	285 
349	236 
350	267 
351	134 
352	67 
353	204 
354	99 
355	61 
356	119 
357	150 
358	67 
359	215 
360	133 
361	206 
362	269 
363	171 
364	26 
365	260 
366	72 
367	126 
368	36 
369	17 
370	197 
371	32 
372	131 
373	209 
374	102 
375	44 
376	122 
377	127 
378	258 
379	137 
380	112 
381	104 
382	98 
383	199 
384	240 
385	191 
386	36 
387	36 
388	67 
389	145 
390	218 
391	259 
392	222 
393	286 
394	6 
395	123 
396	231 
397	162 
398	139 
399	132 
400	122 
401	186 
402	15 
403	131 
404	138 
405	55 
406	182 
407	232 
408	270 
409	69 
410	294 
411	243 
412	51 
413	210 
414	10 
415	20 
416	205 
417	79 
418	92 
419	79 
420	3 
421	186 
422	246 
423	260 
424	3 
425	258 
426	145 
427	147 
428	99 
429	115 
430	177 
431	31 
432	247 
433	128 
434	88 
435	264 
436	219 
437	79 
438	93 
439	116 
440	25 
441	276 
442	48 
443	5 
444	294 
445	243 
446	273 
447	72 
448	264 
449	145 
450	180 
451	48 
452	65 
453	48 
454	268 
455	149 
456	184 
457	117 
458	275 
459	32 
460	94 
461	222 
462	66 
463	290 
464	256 
465	256 
466	237 
467	266 
468	110 
469	23 
470	243 
471	96 
472	48 
473	17 
474	292 
475	201 
476	28 
477	137 
478	255 
479	274 
480	46 
481	294 
482	107 
483	47 
484	63 
485	68 
486	104 
487	218 
488	221 
489	102 
490	192 
491	205 
492	271 
493	87 
494	44 
495	234 
496	209 
497	123 
498	42 
499	56 
500	124 
501	69 
502	165 
503	235 
504	100 
505	206 
506	201 
507	3 
508	5 
509	167 
510	189 
511	94 
512	270 
513	197 
514	68 
515	5 
516	238 
517	25 
518	171 
519	181 
520	160 
521	122 
522	111 
523	164 
524	259 
525	94 
526	49 
527	62 
528	210 
529	46 
530	249 
531	117 
532	58 
533	23 
534	10 
535	170 
536	59 
537	51 
538	129 
539	38 
540	41 
541	36 
542	59 
543	115 
544	283 
545	201 
546	139 
547	127 
548	288 
549	75 
550	95 
551	115 
552	121 
553	127 
554	73 
555	151 
556	232 
557	258 
558	275 
559	68 
560	2 
561	268 
562	184 
563	72 
564	105 
565	15 
566	290 
567	123 
568	9 
569	95 
570	97 
571	38 
572	192 
573	52 
574	254 
575	189 
576	173 
577	292 
578	188 
579	156 
580	63 
581	138 
582	267 
583	275 
584	84 
585	132 
586	73 
587	66 
588	35 
589	122 
590	3 
591	230 
592	209 
593	255 
594	65 
595	192 
596	68 
597	127 
598	183 
599	239 
600	216 
601	68 
602	190 
603	210 
604	44 
605	85 
606	28 
607	192 
608	126 
609	194 
610	41 
611	162 
612	36 
613	34 
614	150 
615	279 
616	136 
617	82 
618	273 
619	100 
620	140 
621	266 
622	69 
623	67 
624	11 
625	33 
626	109 
627	146 
628	108 
629	91 
630	60 
631	165 
632	139 
633	258 
634	150 
635	101 
636	286 
637	256 
638	183 
639	68 
640	79 
641	79 
642	173 
643	2 
644	199 
645	21 
646	103 
647	255 
648	99 
649	256 
650	224 
651	14 
652	7 
653	290 
654	99 
655	36 
656	2 
657	211 
658	294 
659	82 
660	104 
661	152 
662	33 
663	246 
664	246 
665	17 
666	146 
667	69 
668	222 
669	73 
670	241 
671	146 
672	255 
673	23 
674	233 
675	99 
676	174 
677	288 
678	20 
679	58 
680	5 
681	126 
682	199 
683	8 
684	17 
685	182 
686	290 
687	249 
688	161 
689	218 
690	276 
691	148 
692	189 
693	147 
694	36 
695	154 
696	224 
697	17 
698	239 
699	176 
700	161 
701	142 
702	12 
703	38 
704	38 
705	199 
706	165 
707	196 
708	253 
709	173 
710	17 
711	7 
712	56 
713	243 
714	169 
715	63 
716	224 
717	216 
718	3 
719	198 
720	197 
721	238 
722	213 
723	101 
724	189 
725	28 
726	88 
727	199 
728	136 
729	272 
730	28 
731	47 
732	72 
733	60 
734	122 
735	180 
736	247 
737	236 
738	270 
739	28 
740	76 
741	205 
742	13 
743	268 
744	66 
745	241 
746	281 
747	44 
748	130 
749	91 
750	216 
751	102 
752	185 
753	195 
754	3 
755	258 
756	261 
757	142 
758	282 
759	144 
760	8 
761	220 
762	28 
763	191 
764	256 
765	49 
766	133 
767	69 
768	205 
769	12 
770	286 
771	253 
772	242 
773	284 
774	286 
775	206 
776	253 
777	115 
778	200 
779	262 
780	189 
781	32 
782	32 
783	290 
784	215 
785	241 
786	294 
787	180 
788	273 
789	137 
790	237 
791	38 
792	274 
793	95 
794	41 
795	63 
796	108 
797	162 
798	162 
799	267 
800	32 
801	33 
802	112 
803	15 
804	30 
805	175 
806	42 
807	129 
808	44 
809	265 
810	209 
811	93 
812	200 
813	231 
814	198 
815	66 
816	181 
817	66 
818	234 
819	123 
820	94 
821	146 
822	254 
823	173 
824	238 
825	132 
826	71 
827	2 
828	284 
829	65 
830	251 
831	19 
832	213 
833	87 
834	182 
835	33 
836	136 
837	147 
838	286 
839	70 
840	162 
841	71 
842	286 
843	100 
844	36 
845	3 
846	213 
847	65 
848	128 
849	258 
850	122 
851	76 
852	180 
853	223 
854	287 
855	130 
856	176 
857	236 
858	294 
859	224 
860	146 
861	215 
862	276 
863	237 
864	83 
865	178 
866	270 
867	3 
868	156 
869	259 
870	275 
871	71 
872	267 
873	281 
874	76 
875	275 
876	289 
877	18 
878	32 
879	288 
880	192 
881	31 
882	58 
883	71 
884	132 
885	69 
886	121 
887	250 
888	116 
889	172 
890	174 
891	222 
892	169 
893	239 
894	199 
895	155 
896	266 
897	23 
898	181 
899	31 
900	39 
901	292 
902	180 
903	147 
904	270 
905	201 
906	26 
907	183 
908	152 
909	34 
910	68 
911	31 
912	158 
913	106 
914	112 
915	119 
916	80 
917	248 
918	49 
919	59 
920	224 
921	112 
922	118 
923	275 
924	287 
925	75 
926	148 
927	152 
928	81 
929	171 
930	36 
931	180 
932	71 
933	190 
934	256 
935	183 
936	115 
937	240 
938	178 
939	49 
940	128 
941	264 
942	191 
943	251 
944	101 
945	213 
946	194 
947	243 
948	213 
949	236 
950	2 
951	124 
952	239 
953	172 
954	26 
955	216 
956	262 
957	65 
958	31 
959	280 
960	287 
961	127 
962	91 
963	32 
964	3 
965	94 
966	150 
967	54 
968	255 
969	294 
970	109 
971	283 
972	2 
973	47 
974	167 
975	93 
976	6 
977	45 
978	152 
979	2 
980	193 
981	166 
982	90 
983	144 
984	211 
985	199 
986	279 
987	215 
988	142 
989	84 
990	231 
991	253 
992	271 
993	15 
994	73 
995	42 
996	211 
997	200 
998	274 
999	71 
